Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01 00:00:00,NA,1.44,NA,NA,NA,NA,7.10,0.61,100.81,NA,NA,NA,NA,NA,NA,NA,93.33,0.46,198.84,NA,NA,31.08,835.20,NA
2021-01-01 01:00:00,NA,1.10,NA,NA,NA,NA,7.08,0.63,99.44,NA,NA,NA,NA,NA,NA,NA,93.33,0.42,205.27,NA,NA,29.52,841.45,NA
2021-01-01 02:00:00,NA,0.86,NA,NA,NA,NA,6.93,0.69,105.58,NA,NA,NA,NA,NA,NA,NA,93.33,0.36,194.18,NA,NA,39.87,840.98,NA
2021-01-01 03:00:00,NA,0.83,NA,NA,NA,NA,7.04,0.93,113.97,NA,NA,NA,NA,NA,NA,NA,93.33,0.43,183.83,NA,NA,36.03,846.95,NA
2021-01-01 04:00:00,NA,1.04,NA,NA,NA,NA,6.90,0.58,115.43,NA,NA,NA,NA,NA,NA,NA,93.33,0.41,202.43,NA,NA,37.09,840.92,NA
2021-01-01 05:00:00,NA,1.08,NA,NA,NA,NA,6.93,0.53,109.82,NA,NA,NA,NA,NA,NA,NA,93.33,0.53,210.23,NA,NA,32.24,833.70,NA
2021-01-01 06:00:00,NA,0.98,NA,NA,NA,NA,7.10,0.57,103.34,NA,NA,NA,NA,NA,NA,NA,93.33,0.38,198.35,NA,NA,31.10,835.22,NA
2021-01-01 07:00:00,NA,0.87,NA,NA,NA,NA,6.98,0.74,91.58,NA,NA,NA,NA,NA,NA,NA,93.33,0.45,198.66,NA,NA,40.41,838.70,NA
2021-01-01 08:00:00,NA,0.78,NA,NA,NA,NA,7.07,0.94,106.04,NA,NA,NA,NA,NA,NA,NA,89.45,0.50,197.38,NA,NA,79.20,839.92,NA
2021-01-01 09:00:00,NA,0.73,NA,NA,NA,NA,7.00,0.86,134.75,NA,NA,NA,NA,NA,NA,NA,75.84,0.59,208.92,NA,NA,160.64,839.65,NA
2021-01-01 10:00:00,NA,0.70,2.36,12.94,14.90,NA,6.93,0.52,133.07,NA,NA,NA,NA,NA,NA,NA,60.64,0.49,211.33,NA,NA,346.96,844.70,NA
2021-01-01 11:00:00,NA,NA,2.59,22.26,24.38,0.10,6.88,0.37,133.86,NA,NA,NA,NA,NA,NA,NA,53.68,0.31,201.52,NA,NA,213.41,842.98,NA
2021-01-01 12:00:00,NA,NA,2.36,18.05,19.45,0.04,7.04,0.59,140.11,NA,NA,NA,NA,NA,NA,NA,47.45,0.78,180.96,NA,NA,425.06,862.15,NA
2021-01-01 13:00:00,NA,NA,2.72,16.77,18.23,0.16,6.96,0.69,135.52,NA,NA,NA,NA,NA,NA,NA,45.27,0.68,191.04,NA,NA,420.57,895.72,NA
2021-01-01 14:00:00,NA,NA,2.34,15.78,16.98,0.01,7.14,0.69,137.73,NA,NA,NA,NA,NA,NA,NA,45.46,0.62,172.54,NA,NA,318.22,903.15,NA
2021-01-01 15:00:00,NA,NA,2.38,19.84,21.36,0.17,6.88,0.64,131.58,NA,NA,NA,NA,NA,NA,NA,46.59,0.50,212.33,NA,NA,208.27,874.38,NA
2021-01-01 16:00:00,NA,NA,2.68,24.74,26.48,0.12,6.96,0.79,131.44,NA,NA,NA,NA,NA,NA,NA,48.96,0.47,218.40,NA,NA,59.97,869.60,NA
