Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01 00:00:00,57.25,103.00,3.08,30.10,18.52,16.15,2.35,0.92,65.76,0.30,1.52,NA,NA,NA,NA,18.92,71.00,1.90,63.50,NA,0.00,NA,721.00,NA
2019-01-01 01:00:00,60.00,104.00,2.53,26.78,16.30,14.05,7.20,1.06,47.82,0.22,1.10,NA,NA,NA,NA,18.12,77.00,1.08,94.25,NA,0.00,NA,721.00,NA
2019-01-01 02:00:00,66.75,106.50,1.78,28.35,16.48,14.08,7.30,0.92,68.16,0.20,1.08,NA,NA,NA,NA,17.80,79.50,1.60,67.75,NA,0.00,NA,720.75,NA
2019-01-01 03:00:00,67.50,101.75,0.98,16.45,9.52,14.15,8.10,0.88,79.18,0.20,0.82,NA,NA,NA,NA,17.05,83.50,1.70,69.75,NA,0.00,NA,720.25,NA
2019-01-01 04:00:00,64.25,93.00,1.18,13.68,8.25,15.80,7.40,1.02,84.38,0.20,0.70,NA,NA,NA,NA,16.75,84.75,1.70,74.00,NA,0.00,NA,721.00,NA
2019-01-01 05:00:00,70.25,94.75,2.05,14.65,9.45,15.30,4.22,1.06,86.00,0.20,0.70,NA,NA,NA,NA,16.40,83.00,1.75,72.50,NA,0.00,NA,721.25,NA
2019-01-01 06:00:00,76.25,93.75,1.88,14.80,9.38,17.38,1.60,1.00,77.91,0.20,0.68,NA,NA,NA,NA,16.10,83.00,1.45,74.00,NA,0.00,NA,722.00,NA
2019-01-01 07:00:00,72.75,103.25,2.60,25.05,15.50,18.30,1.10,0.87,63.55,0.20,0.78,NA,NA,NA,NA,16.25,81.25,1.52,73.25,NA,0.00,NA,723.00,NA
2019-01-01 08:00:00,71.00,110.50,2.50,22.10,13.80,16.90,3.35,0.74,78.74,0.20,0.75,NA,NA,NA,NA,17.92,73.25,1.35,85.25,NA,0.00,NA,724.00,NA
2019-01-01 09:00:00,74.50,121.00,2.33,23.95,14.62,14.70,7.70,0.59,89.28,0.20,0.82,NA,NA,NA,NA,19.75,61.25,1.80,75.50,NA,0.00,NA,724.00,NA
2019-01-01 10:00:00,63.50,115.75,2.58,28.42,17.20,13.50,7.32,0.49,97.07,0.20,0.90,NA,NA,NA,NA,21.48,44.00,2.10,97.75,NA,0.00,NA,723.00,NA
2019-01-01 11:00:00,53.00,100.00,2.25,29.60,17.58,12.18,9.17,0.24,114.71,0.20,0.82,NA,NA,NA,NA,22.85,37.50,1.88,81.75,NA,0.00,NA,722.50,NA
2019-01-01 12:00:00,38.75,79.75,1.75,23.35,13.85,12.65,5.85,0.76,125.68,0.20,0.80,NA,NA,NA,NA,24.20,30.50,1.92,88.75,NA,0.00,NA,721.00,NA
2019-01-01 13:00:00,32.00,68.50,2.15,21.75,13.32,14.50,4.38,0.81,116.23,0.20,0.90,NA,NA,NA,NA,25.22,27.50,1.95,96.50,NA,0.00,NA,719.50,NA
2019-01-01 14:00:00,24.75,64.00,2.85,24.12,15.18,15.75,7.28,0.81,112.11,0.20,1.00,NA,NA,NA,NA,26.10,23.25,2.05,86.25,NA,0.00,NA,719.00,NA
2019-01-01 15:00:00,30.25,64.75,3.32,24.80,15.90,15.90,5.38,0.72,105.15,0.18,0.90,NA,NA,NA,NA,26.35,23.00,1.78,88.50,NA,0.00,NA,718.00,NA
2019-01-01 16:00:00,31.00,65.50,7.02,42.58,28.38,14.55,5.75,0.85,73.55,0.20,1.10,NA,NA,NA,NA,26.05,22.00,1.90,79.25,NA,0.00,NA,718.50,NA
2019-01-01 17:00:00,30.50,67.75,10.90,53.38,37.25,10.00,8.05,0.95,32.98,0.20,1.17,NA,NA,NA,NA,24.65,22.50,1.52,66.75,NA,0.00,NA,719.25,NA
2019-01-01 18:00:00,33.00,97.25,19.30,63.92,49.68,9.55,8.12,1.21,22.59,0.28,1.60,NA,NA,NA,NA,22.72,27.50,1.23,65.25,NA,0.00,NA,720.00,NA
