Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01 00:00:00,85.20,NA,2.82,20.40,23.22,NA,NA,0.15,61.32,0.00,0.00,NA,NA,NA,NA,NA,71.49,0.32,84.86,NA,NA,1.72,996.40,NA
2019-01-01 01:00:00,132.08,NA,2.77,17.95,20.72,NA,NA,0.56,68.45,0.00,0.00,NA,NA,NA,NA,NA,79.81,0.34,79.75,NA,NA,1.93,1000.77,NA
2019-01-01 02:00:00,90.95,NA,2.77,15.74,18.51,NA,NA,0.59,71.62,0.00,0.00,NA,NA,NA,NA,NA,85.02,0.45,86.27,NA,NA,1.68,1003.45,NA
2019-01-01 03:00:00,108.23,NA,2.56,10.14,12.69,NA,NA,0.46,70.70,0.00,0.00,NA,NA,NA,NA,NA,91.18,0.62,108.84,NA,NA,1.32,1006.73,NA
2019-01-01 04:00:00,102.78,NA,2.49,9.20,11.69,NA,NA,0.22,75.81,0.00,0.00,NA,NA,NA,NA,NA,93.33,0.61,106.95,NA,NA,3.37,1007.85,NA
2019-01-01 05:00:00,88.21,NA,2.40,8.79,11.19,NA,NA,0.22,79.87,0.00,0.00,NA,NA,NA,NA,NA,93.34,0.55,103.06,NA,NA,1.93,1007.90,NA
2019-01-01 06:00:00,80.87,NA,2.51,9.70,12.20,NA,NA,0.26,75.97,0.00,0.00,NA,NA,NA,NA,NA,92.70,0.45,96.27,NA,NA,2.46,1007.60,NA
2019-01-01 07:00:00,73.22,NA,2.98,15.95,18.92,NA,NA,0.55,64.72,0.00,0.00,NA,NA,NA,NA,NA,92.12,0.28,89.16,NA,NA,25.40,1007.25,NA
2019-01-01 08:00:00,92.75,NA,3.96,21.36,25.32,NA,NA,0.41,66.62,0.00,0.00,NA,NA,NA,NA,NA,81.50,0.45,75.57,NA,NA,58.03,1001.68,NA
2019-01-01 09:00:00,78.91,NA,3.77,20.03,23.79,NA,NA,0.59,77.92,0.00,0.00,NA,NA,NA,NA,NA,63.34,0.45,78.83,NA,NA,136.44,992.07,NA
2019-01-01 10:00:00,101.30,NA,3.38,18.71,22.08,NA,NA,0.76,85.17,0.00,0.00,NA,NA,NA,NA,NA,41.49,0.32,97.85,NA,NA,222.06,980.53,NA
2019-01-01 11:00:00,83.80,NA,2.75,15.07,17.81,NA,NA,0.80,91.39,0.00,0.00,NA,NA,NA,NA,NA,32.16,0.45,93.62,NA,NA,483.40,975.58,NA
2019-01-01 12:00:00,84.80,NA,3.44,21.86,25.30,NA,5.26,0.99,80.14,0.00,0.00,NA,NA,NA,NA,NA,21.90,0.38,76.36,NA,NA,635.36,970.17,NA
2019-01-01 13:00:00,46.82,NA,4.95,32.25,37.21,NA,4.99,1.38,63.96,0.00,0.00,NA,NA,NA,NA,NA,16.34,0.16,190.51,NA,NA,624.96,967.23,NA
2019-01-01 14:00:00,41.86,NA,4.22,25.25,29.48,NA,5.13,2.93,69.40,0.00,0.00,NA,NA,NA,NA,NA,12.88,0.32,214.52,NA,NA,572.47,965.42,NA
2019-01-01 15:00:00,43.58,NA,5.07,33.14,38.21,NA,5.08,2.73,58.74,0.00,0.00,NA,NA,NA,NA,NA,12.43,0.19,145.77,NA,NA,347.76,965.15,NA
2019-01-01 16:00:00,55.25,NA,4.42,25.25,29.66,NA,5.73,0.32,69.61,0.00,0.00,NA,NA,NA,NA,NA,11.37,0.35,81.84,NA,NA,137.60,964.62,NA
2019-01-01 17:00:00,45.65,NA,3.93,27.61,31.53,NA,2.19,0.13,69.25,0.00,0.00,NA,NA,NA,NA,NA,11.04,0.34,79.87,NA,NA,28.58,964.48,NA
2019-01-01 18:00:00,37.80,NA,3.60,35.00,38.60,NA,5.41,1.21,54.03,0.00,0.00,NA,NA,NA,NA,NA,15.97,0.31,97.19,NA,NA,1.55,967.12,NA
2019-01-01 19:00:00,56.55,NA,5.14,48.32,53.46,NA,0.30,0.57,35.99,0.00,0.00,NA,NA,NA,NA,NA,17.62,0.34,94.04,NA,NA,1.58,968.00,NA
2019-01-01 20:00:00,17.40,NA,1.47,123.48,18.37,NA,NA,0.26,57.66,0.00,0.00,NA,NA,NA,NA,NA,24.86,0.74,102.92,NA,NA,0.84,971.70,NA
2019-01-01 21:00:00,200.69,NA,2.84,20.65,23.49,NA,5.24,0.57,73.08,0.00,0.00,NA,NA,NA,NA,NA,32.49,0.45,94.26,NA,NA,0.91,975.90,NA
2019-01-01 22:00:00,115.07,NA,3.06,19.73,22.80,NA,2.80,2.36,79.47,0.00,0.00,NA,NA,NA,NA,NA,40.88,0.39,88.91,NA,NA,1.74,980.28,NA
2019-01-01 23:00:00,89.73,NA,2.72,23.01,25.73,NA,3.56,0.42,73.04,0.00,0.00,NA,NA,NA,NA,NA,47.51,0.38,73.12,NA,NA,1.43,983.82,NA
2019-01-02 00:00:00,74.49,NA,2.68,18.10,20.78,NA,6.58,0.31,74.82,0.00,0.00,NA,NA,NA,NA,NA,63.75,0.42,71.14,NA,NA,1.50,992.33,NA
2019-01-02 01:00:00,46.51,NA,2.55,13.00,15.55,NA,4.35,0.09,75.93,0.00,0.00,NA,NA,NA,NA,NA,73.19,0.50,75.97,NA,NA,1.55,997.32,NA
2019-01-02 02:00:00,85.54,NA,2.33,12.53,14.87,NA,2.68,0.46,74.59,0.00,0.00,NA,NA,NA,NA,NA,81.28,0.45,71.26,NA,NA,1.18,1001.63,NA
2019-01-02 03:00:00,51.73,NA,2.42,12.07,14.48,NA,2.99,0.34,68.80,0.00,0.00,NA,NA,NA,NA,NA,90.12,0.38,67.90,NA,NA,1.42,1006.27,NA
2019-01-02 04:00:00,70.41,NA,2.33,11.05,13.38,NA,3.32,0.31,65.10,0.00,0.00,NA,NA,NA,NA,NA,93.10,0.26,94.64,NA,NA,2.23,1007.85,NA
2019-01-02 05:00:00,88.66,NA,2.56,13.96,16.52,NA,4.15,0.70,66.02,0.00,0.00,NA,NA,NA,NA,NA,93.34,0.35,79.90,NA,NA,2.75,1007.93,NA
2019-01-02 06:00:00,76.86,NA,2.59,15.83,18.41,NA,2.82,0.69,68.57,0.00,0.00,NA,NA,NA,NA,NA,93.34,0.37,82.07,NA,NA,3.12,1007.98,NA
2019-01-02 07:00:00,62.49,NA,3.21,17.06,20.27,NA,1.41,0.63,70.44,0.00,0.00,NA,NA,NA,NA,NA,92.96,0.51,83.99,NA,NA,22.93,1007.75,NA
2019-01-02 08:00:00,76.75,NA,2.96,16.10,19.05,NA,4.84,0.45,78.12,0.00,0.00,NA,NA,NA,NA,NA,83.75,0.68,87.49,NA,NA,48.28,1002.85,NA
