Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-01 00:00:00,39.00,67.50,4.75,29.85,19.75,15.78,3.80,0.98,49.30,0.30,1.78,NA,NA,NA,NA,21.05,83.00,NA,217.75,NA,NA,NA,716.00,NA
2020-01-01 01:00:00,49.75,74.75,3.32,24.12,15.52,12.15,3.22,1.09,50.52,0.28,1.38,NA,NA,NA,NA,20.85,83.50,NA,224.50,NA,NA,NA,715.75,NA
2020-01-01 02:00:00,35.75,55.25,3.03,21.92,14.10,11.08,3.32,0.66,48.46,0.20,0.98,NA,NA,NA,NA,20.70,83.50,NA,218.00,NA,NA,NA,715.00,NA
2020-01-01 03:00:00,33.00,52.75,2.95,17.98,11.95,11.68,2.07,0.74,50.96,0.20,0.75,NA,NA,NA,NA,20.65,83.25,NA,213.75,NA,NA,NA,715.00,NA
2020-01-01 04:00:00,32.75,50.50,2.25,17.20,11.00,11.15,1.95,0.46,48.41,0.20,0.68,NA,NA,NA,NA,20.55,83.00,NA,214.25,NA,NA,NA,715.00,NA
2020-01-01 05:00:00,23.75,49.00,4.30,21.25,14.75,17.00,4.12,0.54,43.07,0.18,0.57,NA,NA,NA,NA,20.58,83.00,NA,220.75,NA,NA,NA,715.00,NA
2020-01-01 06:00:00,29.25,60.75,11.95,33.98,27.80,16.00,4.80,0.97,33.91,0.20,0.92,NA,NA,NA,NA,20.60,83.00,NA,223.25,NA,NA,NA,716.00,NA
2020-01-01 07:00:00,39.75,71.50,15.55,43.25,35.62,13.08,4.62,1.03,30.38,0.25,1.33,NA,NA,NA,NA,20.70,82.75,NA,212.25,NA,NA,NA,716.75,NA
2020-01-01 08:00:00,41.00,78.50,16.12,36.18,32.35,14.10,3.98,1.52,32.63,0.30,1.58,NA,NA,NA,NA,21.52,79.00,NA,222.50,NA,NA,NA,717.75,NA
2020-01-01 09:00:00,38.50,81.75,13.02,36.45,29.98,10.82,3.50,1.43,35.97,0.32,1.85,NA,NA,NA,NA,22.20,74.50,NA,211.50,NA,NA,NA,718.00,NA
2020-01-01 10:00:00,39.00,90.00,19.02,40.02,36.72,9.85,3.78,1.46,35.72,0.40,2.28,NA,NA,NA,NA,22.83,70.75,NA,218.25,NA,NA,NA,718.50,NA
2020-01-01 11:00:00,30.50,69.50,15.00,30.72,28.48,9.70,3.30,1.03,38.71,0.38,2.25,NA,NA,NA,NA,23.65,66.00,NA,218.50,NA,NA,NA,718.00,NA
2020-01-01 12:00:00,13.50,65.75,13.18,37.42,30.60,7.93,2.88,0.95,36.16,0.32,2.03,NA,NA,NA,NA,23.30,67.75,NA,216.25,NA,NA,NA,717.50,NA
2020-01-01 13:00:00,12.25,74.25,22.33,38.88,38.83,13.80,3.75,2.09,33.91,0.40,2.58,NA,NA,NA,NA,23.65,65.75,NA,208.25,NA,NA,NA,716.50,NA
2020-01-01 14:00:00,14.00,64.50,21.15,38.33,37.55,14.30,4.50,1.75,33.42,0.43,2.72,NA,NA,NA,NA,24.40,62.00,NA,219.75,NA,NA,NA,715.50,NA
2020-01-01 15:00:00,16.75,58.50,22.42,42.12,40.62,13.50,4.45,1.60,32.24,0.40,2.60,NA,NA,NA,NA,24.20,63.00,NA,214.00,NA,NA,NA,715.00,NA
2020-01-01 16:00:00,16.50,54.50,25.20,44.98,44.38,11.88,3.65,1.75,32.73,0.40,2.52,NA,NA,NA,NA,24.48,62.50,NA,219.25,NA,NA,NA,715.00,NA
2020-01-01 17:00:00,19.25,62.25,33.25,53.80,55.72,8.38,3.05,1.86,28.52,0.50,3.20,NA,NA,NA,NA,24.20,63.00,NA,228.25,NA,NA,NA,715.50,NA
2020-01-01 18:00:00,23.25,79.50,39.95,58.25,63.48,7.70,3.40,2.69,22.24,0.45,3.22,NA,NA,NA,NA,22.55,71.00,NA,208.75,NA,NA,NA,716.25,NA
2020-01-01 19:00:00,26.25,77.00,45.88,64.55,71.62,9.02,3.55,2.60,18.87,0.57,3.90,NA,NA,NA,NA,22.02,76.50,NA,224.75,NA,NA,NA,717.00,NA
2020-01-01 20:00:00,30.50,77.50,31.25,55.35,54.82,8.70,2.62,2.00,20.53,0.60,4.08,NA,NA,NA,NA,21.70,78.50,NA,222.50,NA,NA,NA,717.75,NA
