Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-01 00:00:00,37.49,NA,35.70,89.94,66.79,NA,5.63,0.78,35.10,1.25,1.56,NA,0.30,0.60,NA,NA,93.35,1.68,39.70,NA,NA,327.36,NA,NA
2020-01-01 01:00:00,22.74,NA,1.90,10.50,12.40,NA,4.34,0.47,32.66,1.26,1.57,NA,0.30,0.58,NA,NA,93.35,1.69,39.79,NA,NA,328.72,NA,NA
2020-01-01 02:00:00,25.26,NA,3.03,8.75,11.78,NA,11.87,0.26,32.61,1.27,1.58,NA,0.30,0.60,NA,NA,93.35,1.68,39.82,NA,NA,326.19,NA,NA
2020-01-01 03:00:00,32.27,NA,2.43,9.00,11.43,NA,10.42,0.78,29.88,1.28,1.61,NA,0.29,0.59,NA,NA,93.35,1.67,39.56,NA,NA,320.80,999.85,NA
2020-01-01 04:00:00,26.68,NA,2.12,8.22,10.34,NA,9.68,1.01,29.40,1.25,1.56,NA,0.30,0.60,NA,NA,93.35,1.67,39.61,NA,NA,320.33,999.90,NA
2020-01-01 05:00:00,25.73,NA,2.16,7.98,10.14,NA,8.76,0.49,29.53,1.30,1.62,NA,0.31,0.59,NA,NA,93.35,1.68,39.63,NA,NA,321.10,999.95,NA
2020-01-01 06:00:00,30.50,NA,2.39,10.30,12.69,NA,5.64,0.67,28.61,1.29,1.61,NA,0.30,0.60,NA,NA,93.35,1.67,39.71,NA,NA,322.10,NA,NA
2020-01-01 07:00:00,33.67,NA,2.30,10.87,13.17,NA,5.87,1.39,26.82,1.26,1.58,NA,0.30,0.60,NA,NA,93.35,1.68,39.93,NA,NA,326.65,NA,NA
2020-01-01 08:00:00,32.23,NA,2.35,11.01,13.36,NA,6.10,1.19,26.26,1.28,1.60,NA,0.30,0.60,NA,NA,93.28,1.69,40.22,NA,NA,329.21,NA,NA
2020-01-01 09:00:00,26.50,NA,6.71,11.07,17.22,NA,5.03,0.72,28.95,1.28,1.60,NA,0.30,0.60,NA,NA,89.68,1.69,40.47,NA,NA,331.96,NA,NA
2020-01-01 10:00:00,30.15,NA,7.94,12.18,19.23,NA,1.20,0.90,29.37,1.28,1.60,NA,0.30,0.60,NA,NA,81.60,1.69,40.83,NA,NA,333.19,NA,NA
2020-01-01 11:00:00,27.26,NA,24.20,22.85,32.34,NA,0.57,1.13,29.04,1.28,1.60,NA,0.30,0.61,NA,NA,75.80,1.69,41.21,NA,NA,331.07,NA,NA
2020-01-01 12:00:00,19.94,NA,1.35,9.41,9.67,NA,1.03,0.80,32.50,1.24,1.55,NA,0.30,0.60,NA,NA,75.05,1.68,41.65,NA,NA,329.66,NA,NA
2020-01-01 13:00:00,16.37,NA,2.92,11.06,13.98,NA,0.76,1.15,28.50,1.25,1.56,NA,0.30,0.61,NA,NA,72.69,1.67,41.73,NA,NA,326.01,NA,NA
