Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01 00:00:00,57.5,92.0,2.7,9.28,9.35,9.9,13.57,0.18,,0.1,0.75,,,,,19.8,81.75,,110.0,,,,729.0,
2024-01-01 01:00:00,71.0,94.75,2.38,9.07,8.7,9.45,12.52,0.16,,0.1,0.65,,,,,19.45,82.75,,127.5,,,,728.25,
2024-01-01 02:00:00,70.25,84.25,2.5,8.95,8.85,9.17,13.72,0.15,,0.1,0.55,,,,,19.18,82.5,,88.75,,,,728.0,
2024-01-01 03:00:00,64.0,79.25,2.25,8.62,8.28,8.9,14.6,0.1,,0.1,0.38,,,,,18.65,83.25,,111.75,,,,728.0,
2024-01-01 04:00:00,52.25,72.75,2.62,8.8,8.9,8.6,14.78,0.08,,0.1,0.3,,,,,18.18,82.5,,103.75,,,,728.0,
2024-01-01 05:00:00,55.75,80.0,2.58,8.7,8.82,8.7,16.08,0.11,,0.1,0.42,,,,,18.05,81.25,,139.75,,,,728.0,
2024-01-01 06:00:00,65.25,89.25,2.45,8.45,8.48,8.6,14.92,0.2,,0.1,0.8,,,,,17.85,84.25,,112.75,,,,728.75,
2024-01-01 07:00:00,73.0,103.75,2.4,8.65,8.52,9.07,13.65,0.3,,0.2,1.2,,,,,17.68,83.25,,103.25,,,,729.0,
2024-01-01 08:00:00,81.5,117.75,2.32,8.62,8.38,9.4,13.6,0.32,,0.18,1.25,,,,,17.85,81.75,,112.5,,,,729.25,
2024-01-01 09:00:00,74.0,118.5,2.55,8.8,8.85,9.65,13.98,0.48,,0.28,1.92,,,,,19.28,82.0,,88.5,,,,730.0,
2024-01-01 10:00:00,79.5,121.75,2.52,9.02,8.93,9.88,14.15,0.38,,0.22,1.48,,,,,22.22,83.0,,131.25,,,,729.75,
2024-01-01 11:00:00,65.0,114.0,2.6,8.68,8.78,9.88,15.4,0.28,,0.18,1.12,,,,,25.6,83.25,,152.25,,,,729.25,
2024-01-01 12:00:00,53.25,102.5,2.38,8.85,8.6,9.93,15.6,0.23,30.23,0.1,0.92,,,,,27.78,83.0,,165.5,,,,728.25,
2024-01-01 13:00:00,53.25,105.0,2.6,8.35,8.62,10.05,15.45,0.26,43.28,0.18,1.0,,,,,29.2,83.0,,138.25,,,,727.75,
2024-01-01 14:00:00,48.75,103.25,2.42,8.1,8.3,10.28,16.6,0.26,,0.15,1.02,,,,,30.35,82.5,,177.0,,,,727.0,
2024-01-01 15:00:00,43.75,87.25,2.38,8.6,8.43,10.3,17.23,0.27,,0.12,1.08,,,,,31.05,83.0,,137.25,,,,726.25,
2024-01-01 16:00:00,49.75,89.25,2.45,8.62,8.6,10.75,17.95,0.38,,0.22,1.55,,,,,30.38,83.0,,134.0,,,,726.5,
2024-01-01 17:00:00,52.0,118.5,2.45,8.93,8.78,11.38,17.1,0.52,,0.32,2.08,,,,,28.18,82.75,,118.5,,,,727.0,
2024-01-01 18:00:00,53.75,135.5,2.5,9.0,8.82,11.72,17.42,0.49,,0.3,1.92,,,,,25.85,83.0,,174.25,,,,727.75,
