Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-01 00:00:00,37.15,NA,2.00,28.10,29.85,18.62,2.93,1.13,NA,NA,NA,NA,NA,NA,NA,NA,83.41,NA,NA,NA,NA,0.91,NA,NA
2020-01-01 01:00:00,42.61,NA,2.10,28.08,30.16,18.35,2.22,1.16,NA,NA,NA,NA,NA,NA,NA,NA,84.43,NA,NA,NA,NA,0.91,NA,NA
2020-01-01 02:00:00,48.74,NA,2.27,26.29,28.56,18.34,4.07,0.98,NA,NA,NA,NA,NA,NA,NA,NA,84.77,NA,NA,NA,NA,0.91,NA,NA
2020-01-01 03:00:00,40.95,NA,1.90,23.83,25.72,17.61,4.34,1.00,NA,NA,NA,NA,NA,NA,NA,NA,83.85,NA,NA,NA,NA,0.91,NA,NA
2020-01-01 04:00:00,33.18,NA,2.16,22.90,25.03,17.38,4.13,0.96,NA,NA,NA,NA,NA,NA,NA,NA,83.44,NA,NA,NA,NA,0.91,NA,NA
2020-01-01 05:00:00,24.46,NA,2.35,24.21,26.52,17.28,3.73,0.98,NA,NA,NA,NA,NA,NA,NA,NA,83.29,NA,NA,NA,NA,0.91,NA,NA
2020-01-01 06:00:00,32.27,NA,2.51,26.04,28.55,18.15,2.66,1.07,NA,NA,NA,NA,NA,NA,NA,NA,83.89,NA,NA,NA,NA,0.91,NA,NA
2020-01-01 07:00:00,46.58,NA,2.43,29.77,32.20,18.96,2.33,1.42,NA,NA,NA,NA,NA,NA,NA,NA,83.07,NA,NA,NA,NA,12.95,NA,NA
2020-01-01 08:00:00,68.08,NA,2.72,31.78,34.45,19.46,3.25,1.43,NA,NA,NA,NA,NA,NA,NA,NA,77.46,NA,NA,NA,NA,188.18,NA,NA
2020-01-01 09:00:00,66.68,NA,2.68,30.55,33.17,19.55,3.68,1.43,NA,NA,NA,NA,NA,NA,NA,NA,75.22,NA,NA,NA,NA,97.55,NA,NA
2020-01-01 10:00:00,45.98,NA,2.90,30.71,33.60,19.30,4.28,1.25,NA,NA,NA,NA,NA,NA,NA,NA,70.21,NA,NA,NA,NA,193.27,NA,NA
2020-01-01 11:00:00,30.23,NA,2.69,28.52,31.22,18.55,4.57,1.30,NA,NA,NA,NA,NA,NA,NA,NA,67.27,NA,NA,NA,NA,177.23,NA,NA
2020-01-01 12:00:00,31.43,NA,2.78,28.38,31.16,19.07,4.06,1.23,NA,NA,NA,NA,NA,NA,NA,NA,67.86,NA,NA,NA,NA,86.39,NA,NA
2020-01-01 13:00:00,38.38,NA,2.75,30.92,33.62,19.39,3.32,1.34,NA,NA,NA,NA,NA,NA,NA,NA,67.68,NA,NA,NA,NA,97.81,NA,NA
2020-01-01 14:00:00,37.50,NA,2.61,30.10,32.71,19.07,3.57,1.16,NA,NA,NA,NA,NA,NA,NA,NA,63.07,NA,NA,NA,NA,162.71,NA,NA
2020-01-01 15:00:00,26.70,NA,2.58,30.38,32.97,19.03,4.28,1.22,NA,NA,NA,NA,NA,NA,NA,NA,61.76,NA,NA,NA,NA,105.02,NA,NA
2020-01-01 16:00:00,22.55,NA,2.78,31.18,33.97,19.76,2.95,1.20,NA,NA,NA,NA,NA,NA,NA,NA,63.19,NA,NA,NA,NA,48.61,NA,NA
2020-01-01 17:00:00,18.17,NA,2.86,33.62,36.49,20.32,2.61,1.23,NA,NA,NA,NA,NA,NA,NA,NA,65.39,NA,NA,NA,NA,4.15,NA,NA
2020-01-01 18:00:00,15.24,NA,3.18,40.38,43.54,21.24,3.48,1.54,NA,NA,NA,NA,NA,NA,NA,NA,69.31,NA,NA,NA,NA,0.91,NA,NA
2020-01-01 19:00:00,26.56,NA,3.65,42.72,46.36,22.18,3.82,1.73,NA,NA,NA,NA,NA,NA,NA,NA,76.72,NA,NA,NA,NA,0.91,NA,NA
2020-01-01 20:00:00,41.66,NA,2.82,40.11,42.92,22.16,2.78,1.60,NA,NA,NA,NA,NA,NA,NA,NA,79.13,NA,NA,NA,NA,0.91,NA,NA
2020-01-01 21:00:00,36.24,NA,2.77,35.22,37.99,21.32,2.00,1.49,NA,NA,NA,NA,NA,NA,NA,NA,81.46,NA,NA,NA,NA,0.91,NA,NA
2020-01-01 22:00:00,27.44,NA,2.06,29.84,31.82,19.31,3.04,1.18,NA,NA,NA,NA,NA,NA,NA,NA,83.75,NA,NA,NA,NA,0.91,NA,NA
2020-01-01 23:00:00,19.74,NA,1.94,27.71,29.65,19.09,3.50,1.13,NA,NA,NA,NA,NA,NA,NA,NA,86.95,NA,NA,NA,NA,0.91,NA,NA
2020-01-02 00:00:00,26.64,NA,2.18,25.54,27.72,18.68,3.36,1.09,NA,NA,NA,NA,NA,NA,NA,NA,88.81,NA,NA,NA,NA,0.91,NA,NA
2020-01-02 01:00:00,23.11,NA,2.44,22.39,24.83,18.23,3.02,0.75,NA,NA,NA,NA,NA,NA,NA,NA,89.67,NA,NA,NA,NA,0.91,NA,NA
