Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01 00:00:00,41.20,83.18,8.02,18.74,26.74,3.82,3.64,0.92,74.25,NA,NA,NA,NA,NA,NA,NA,87.80,NA,NA,NA,NA,0.91,932.32,NA
2021-01-01 01:00:00,41.47,86.65,7.74,18.87,26.58,3.72,3.20,0.87,75.67,NA,NA,NA,NA,NA,NA,NA,88.48,NA,NA,NA,NA,0.91,932.58,NA
2021-01-01 02:00:00,39.24,91.83,8.60,19.77,28.35,3.36,2.53,0.77,74.85,NA,NA,NA,NA,NA,NA,NA,87.42,NA,NA,NA,NA,0.91,932.30,NA
2021-01-01 03:00:00,44.65,83.32,8.41,18.78,27.11,3.82,1.38,0.67,79.15,NA,NA,NA,NA,NA,NA,NA,85.94,NA,NA,NA,NA,0.91,931.92,NA
2021-01-01 04:00:00,47.72,71.23,7.71,17.07,24.77,3.84,1.16,0.65,74.96,NA,NA,NA,NA,NA,NA,NA,86.25,NA,NA,NA,NA,0.91,932.03,NA
2021-01-01 05:00:00,38.63,70.17,8.66,19.03,27.67,3.54,0.73,0.72,76.46,NA,NA,NA,NA,NA,NA,NA,85.99,NA,NA,NA,NA,0.91,931.97,NA
2021-01-01 06:00:00,31.76,78.48,7.33,17.21,24.47,3.68,0.96,0.70,66.40,NA,NA,NA,NA,NA,NA,NA,89.90,NA,NA,NA,NA,0.91,933.02,NA
2021-01-01 07:00:00,45.65,81.45,7.40,19.22,26.60,3.17,2.37,0.73,64.30,NA,NA,NA,NA,NA,NA,NA,89.01,NA,NA,NA,NA,16.54,932.78,NA
2021-01-01 08:00:00,42.30,74.89,7.97,21.53,29.38,2.78,0.40,0.77,67.72,NA,NA,NA,NA,NA,NA,NA,78.34,NA,NA,NA,NA,143.00,929.68,NA
2021-01-01 09:00:00,64.31,86.60,9.05,23.42,32.44,2.79,0.75,0.78,81.05,NA,NA,NA,NA,NA,NA,NA,68.36,NA,NA,NA,NA,276.94,926.42,NA
2021-01-01 10:00:00,57.78,109.56,9.26,23.18,32.44,3.08,2.35,0.73,87.06,NA,NA,NA,NA,NA,NA,NA,58.20,NA,NA,NA,NA,456.94,922.98,NA
2021-01-01 11:00:00,70.85,106.83,8.10,23.51,31.60,2.64,2.34,0.80,87.90,NA,NA,NA,NA,NA,NA,NA,48.64,NA,NA,NA,NA,569.15,919.45,NA
2021-01-01 12:00:00,58.48,105.91,7.48,20.92,28.35,2.83,1.51,0.75,93.78,NA,NA,NA,NA,NA,NA,NA,44.92,NA,NA,NA,NA,603.66,918.08,NA
2021-01-01 13:00:00,57.63,107.20,8.37,21.16,29.52,2.89,NA,0.76,89.96,NA,NA,NA,NA,NA,NA,NA,41.43,NA,NA,NA,NA,570.87,916.95,NA
2021-01-01 14:00:00,48.66,116.85,8.61,22.47,31.08,2.74,0.59,0.71,88.90,NA,NA,NA,NA,NA,NA,NA,40.92,NA,NA,NA,NA,461.46,917.15,NA
2021-01-01 15:00:00,42.32,109.95,8.48,22.81,31.29,3.04,1.94,0.70,85.75,NA,NA,NA,NA,NA,NA,NA,41.18,NA,NA,NA,NA,306.87,918.08,NA
2021-01-01 16:00:00,63.05,98.91,9.22,24.38,33.60,2.40,6.19,0.70,76.50,NA,NA,NA,NA,NA,NA,NA,43.20,NA,NA,NA,NA,138.32,919.38,NA
