Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01 00:00:00,60.25,NA,7.64,38.27,45.90,45.86,9.19,0.61,NA,NA,NA,NA,NA,NA,NA,NA,57.02,NA,NA,NA,NA,0.91,1010.52,NA
2019-01-01 01:00:00,63.25,NA,6.72,33.74,40.45,40.45,0.16,0.66,NA,NA,NA,NA,NA,NA,NA,NA,63.58,NA,NA,NA,NA,0.91,1012.12,NA
2019-01-01 02:00:00,61.43,NA,6.49,33.19,39.68,39.68,1.66,0.72,NA,NA,NA,NA,NA,NA,NA,NA,68.18,NA,NA,NA,NA,0.91,1013.25,NA
2019-01-01 03:00:00,60.82,NA,6.14,29.61,35.75,35.75,4.92,0.73,NA,NA,NA,NA,NA,NA,NA,NA,70.94,NA,NA,NA,NA,0.91,1013.85,NA
2019-01-01 04:00:00,61.47,NA,6.09,27.21,33.31,33.30,16.40,0.71,NA,NA,NA,NA,NA,NA,NA,NA,73.76,NA,NA,NA,NA,0.91,1014.55,NA
2019-01-01 05:00:00,53.53,NA,5.99,28.68,34.68,34.68,7.61,0.69,NA,NA,NA,NA,NA,NA,NA,NA,76.31,NA,NA,NA,NA,0.91,1015.17,NA
2019-01-01 06:00:00,48.61,NA,6.08,30.27,36.36,36.36,17.22,0.94,NA,NA,NA,NA,NA,NA,NA,NA,76.72,NA,NA,NA,NA,0.91,1015.38,NA
2019-01-01 07:00:00,60.08,NA,6.25,31.93,38.18,38.18,22.39,0.74,NA,NA,NA,NA,NA,NA,NA,NA,75.65,NA,NA,NA,NA,5.45,1015.08,NA
2019-01-01 08:00:00,68.26,NA,6.96,35.94,42.90,42.90,11.19,0.88,NA,NA,NA,NA,NA,NA,NA,NA,66.55,NA,NA,NA,NA,152.73,1012.88,NA
2019-01-01 09:00:00,74.82,NA,7.37,34.42,41.79,41.79,16.41,0.77,NA,NA,NA,NA,NA,NA,NA,NA,46.34,NA,NA,NA,NA,366.19,1007.98,NA
2019-01-01 10:00:00,58.63,NA,6.55,26.22,32.77,32.77,14.93,0.44,NA,NA,NA,NA,NA,NA,NA,NA,27.98,NA,NA,NA,NA,506.40,1003.68,NA
2019-01-01 11:00:00,51.50,NA,6.09,26.63,32.72,32.72,11.83,0.48,NA,NA,NA,NA,NA,NA,NA,NA,18.59,NA,NA,NA,NA,589.16,1001.48,NA
2019-01-01 12:00:00,44.74,NA,6.20,27.42,33.63,33.63,14.68,0.48,NA,NA,NA,NA,NA,NA,NA,NA,13.33,NA,NA,NA,NA,608.88,1000.28,NA
2019-01-01 13:00:00,38.57,NA,6.23,29.21,35.43,35.43,6.80,0.45,NA,NA,NA,NA,NA,NA,NA,NA,9.87,NA,NA,NA,NA,554.62,999.45,NA
2019-01-01 14:00:00,49.85,NA,6.39,31.77,38.16,38.16,20.18,0.65,NA,NA,NA,NA,NA,NA,NA,NA,7.39,NA,NA,NA,NA,456.33,998.85,NA
2019-01-01 15:00:00,57.48,NA,6.67,36.12,42.79,42.79,7.99,0.68,NA,NA,NA,NA,NA,NA,NA,NA,6.73,NA,NA,NA,NA,320.98,998.70,NA
2019-01-01 16:00:00,61.70,NA,6.77,39.34,46.10,46.10,3.59,0.54,NA,NA,NA,NA,NA,NA,NA,NA,8.59,NA,NA,NA,NA,168.48,999.10,NA
2019-01-01 17:00:00,62.69,NA,7.87,47.10,54.98,54.98,13.27,0.79,NA,NA,NA,NA,NA,NA,NA,NA,8.88,NA,NA,NA,NA,30.17,999.18,NA
2019-01-01 18:00:00,67.27,NA,9.21,60.57,69.78,69.78,6.10,1.01,NA,NA,NA,NA,NA,NA,NA,NA,12.03,NA,NA,NA,NA,0.91,999.90,NA
2019-01-01 19:00:00,73.51,NA,9.51,68.30,77.81,77.82,1.98,1.16,NA,NA,NA,NA,NA,NA,NA,NA,16.79,NA,NA,NA,NA,0.91,1001.00,NA
2019-01-01 20:00:00,81.36,NA,14.21,75.43,89.64,89.78,0.99,1.40,NA,NA,NA,NA,NA,NA,NA,NA,19.43,NA,NA,NA,NA,0.91,1001.65,NA
2019-01-01 21:00:00,91.14,NA,8.41,53.28,61.69,61.68,1.44,1.22,NA,NA,NA,NA,NA,NA,NA,NA,22.73,NA,NA,NA,NA,0.91,1002.35,NA
2019-01-01 22:00:00,83.57,NA,7.85,43.39,51.24,51.24,3.79,0.70,NA,NA,NA,NA,NA,NA,NA,NA,31.48,NA,NA,NA,NA,0.91,1004.43,NA
2019-01-01 23:00:00,58.64,NA,7.08,38.30,45.38,45.38,10.83,0.44,NA,NA,NA,NA,NA,NA,NA,NA,41.29,NA,NA,NA,NA,0.91,1006.78,NA
2019-01-02 00:00:00,46.57,NA,6.32,35.16,41.48,41.48,32.26,0.66,NA,NA,NA,NA,NA,NA,NA,NA,52.03,NA,NA,NA,NA,0.91,1009.30,NA
2019-01-02 01:00:00,35.57,NA,5.95,33.01,38.95,38.95,26.76,0.60,NA,NA,NA,NA,NA,NA,NA,NA,55.33,NA,NA,NA,NA,0.91,1010.12,NA
2019-01-02 02:00:00,33.22,NA,6.05,29.31,35.35,35.35,18.03,0.56,NA,NA,NA,NA,NA,NA,NA,NA,60.29,NA,NA,NA,NA,0.91,1011.30,NA
2019-01-02 03:00:00,35.56,NA,5.85,28.25,34.10,34.10,4.06,0.54,NA,NA,NA,NA,NA,NA,NA,NA,65.62,NA,NA,NA,NA,0.91,1012.57,NA
2019-01-02 04:00:00,37.29,NA,5.82,27.89,33.70,33.70,5.22,0.72,NA,NA,NA,NA,NA,NA,NA,NA,70.59,NA,NA,NA,NA,0.91,1013.80,NA
2019-01-02 05:00:00,34.85,NA,5.92,29.99,35.91,35.91,18.23,0.76,NA,NA,NA,NA,NA,NA,NA,NA,74.66,NA,NA,NA,NA,0.91,1014.88,NA
2019-01-02 06:00:00,36.74,NA,5.89,31.17,37.06,37.06,21.46,0.73,NA,NA,NA,NA,NA,NA,NA,NA,75.42,NA,NA,NA,NA,0.91,1015.05,NA
2019-01-02 07:00:00,37.95,NA,5.99,31.14,37.13,37.13,17.83,0.80,NA,NA,NA,NA,NA,NA,NA,NA,72.21,NA,NA,NA,NA,1.89,1014.25,NA
2019-01-02 08:00:00,50.07,NA,6.80,34.79,41.59,41.59,17.61,0.82,NA,NA,NA,NA,NA,NA,NA,NA,60.48,NA,NA,NA,NA,163.94,1011.40,NA
2019-01-02 09:00:00,55.05,NA,7.01,36.49,43.51,43.51,14.97,0.69,NA,NA,NA,NA,NA,NA,NA,NA,42.77,NA,NA,NA,NA,365.97,1007.12,NA
2019-01-02 10:00:00,54.91,NA,6.67,31.89,38.56,38.56,23.39,0.67,NA,NA,NA,NA,NA,NA,NA,NA,33.69,NA,NA,NA,NA,501.83,1005.00,NA
2019-01-02 11:00:00,43.08,NA,6.77,29.01,35.78,35.76,11.05,0.66,NA,NA,NA,NA,NA,NA,NA,NA,22.51,NA,NA,NA,NA,588.20,1002.45,NA
