Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,9.50,13.33,2.32,31.38,16.65,3.30,5.33,0.16,18.82,0.10,0.72,NA,NA,NA,NA,18.88,89.00,NA,124.75,NA,NA,NA,714.00,NA
2022-01-01 01:00:00,9.50,13.50,2.15,27.08,14.32,3.03,5.12,0.15,23.67,0.10,0.52,NA,NA,NA,NA,18.83,88.25,NA,132.50,NA,NA,NA,713.50,NA
2022-01-01 02:00:00,5.25,12.50,2.62,23.02,12.32,2.68,4.95,0.14,23.47,0.10,0.40,NA,NA,NA,NA,18.95,87.25,NA,147.50,NA,NA,NA,713.00,NA
2022-01-01 03:00:00,6.50,15.25,2.48,20.42,10.88,3.38,4.70,0.14,22.88,0.10,0.32,NA,NA,NA,NA,19.18,86.50,NA,139.25,NA,NA,NA,712.50,NA
2022-01-01 04:00:00,8.75,21.25,2.62,19.40,10.35,3.20,4.92,0.14,21.80,0.10,0.30,NA,NA,NA,NA,19.42,86.00,NA,125.50,NA,NA,NA,712.75,NA
2022-01-01 05:00:00,14.50,30.00,2.35,21.65,11.50,3.90,5.32,0.22,15.82,0.10,0.30,NA,NA,NA,NA,19.48,86.00,NA,91.75,NA,NA,NA,713.00,NA
2022-01-01 06:00:00,24.75,39.00,1.40,25.55,13.32,3.68,5.12,0.29,10.00,0.10,0.48,NA,NA,NA,NA,19.40,87.00,NA,143.50,NA,NA,NA,713.75,NA
2022-01-01 07:00:00,25.00,46.75,2.53,26.72,14.22,4.15,5.43,0.38,9.70,0.10,0.50,NA,NA,NA,NA,19.50,85.50,NA,114.00,NA,NA,NA,714.50,NA
2022-01-01 08:00:00,25.75,50.75,3.28,28.12,15.15,3.05,5.60,0.48,10.00,0.10,0.57,NA,NA,NA,NA,20.05,81.75,NA,149.50,NA,NA,NA,715.00,NA
2022-01-01 09:00:00,19.25,47.25,2.42,27.38,14.58,3.47,5.38,0.69,10.00,0.10,0.85,NA,NA,NA,NA,21.18,75.00,NA,105.00,NA,NA,NA,715.00,NA
2022-01-01 10:00:00,21.00,51.00,1.60,27.05,14.18,3.22,5.43,0.63,13.13,0.18,1.20,NA,NA,NA,NA,22.70,68.00,NA,133.25,NA,NA,NA,715.00,NA
2022-01-01 11:00:00,22.25,57.25,3.00,25.15,13.47,3.40,5.62,0.57,16.12,0.18,1.10,NA,NA,NA,NA,24.32,61.75,NA,130.25,NA,NA,NA,714.75,NA
2022-01-01 12:00:00,17.00,47.50,1.25,24.65,12.82,4.05,5.65,0.55,19.26,0.20,1.60,NA,NA,NA,NA,25.85,56.75,NA,133.50,NA,NA,NA,713.75,NA
2022-01-01 13:00:00,19.50,45.50,2.32,25.28,13.40,4.45,5.65,0.49,20.92,0.18,1.42,NA,NA,NA,NA,26.68,54.50,NA,133.00,NA,NA,NA,712.50,NA
2022-01-01 14:00:00,23.25,50.00,2.28,26.45,14.05,3.45,5.60,0.57,19.45,0.20,1.52,NA,NA,NA,NA,26.72,56.00,NA,124.25,NA,NA,NA,712.00,NA
2022-01-01 15:00:00,13.75,43.50,1.62,29.10,15.30,3.10,5.78,0.66,15.29,0.20,1.38,NA,NA,NA,NA,26.05,58.00,NA,124.00,NA,NA,NA,711.50,NA
2022-01-01 16:00:00,16.50,50.75,2.33,31.52,16.58,4.12,5.75,0.56,15.24,0.18,1.28,NA,NA,NA,NA,25.45,61.00,NA,114.75,NA,NA,NA,711.25,NA
2022-01-01 17:00:00,11.50,54.00,2.17,31.20,16.52,4.25,5.75,0.80,8.04,0.20,1.50,NA,NA,NA,NA,24.85,60.75,NA,115.25,NA,NA,NA,712.00,NA
2022-01-01 18:00:00,18.75,66.25,2.55,31.30,16.68,4.45,5.78,1.03,2.01,0.20,1.90,NA,NA,NA,NA,23.78,71.00,NA,102.00,NA,NA,NA,712.50,NA
2022-01-01 19:00:00,18.25,59.25,2.12,32.05,16.98,4.40,5.78,0.78,7.89,0.27,2.25,NA,NA,NA,NA,21.80,77.00,NA,119.25,NA,NA,NA,713.75,NA
2022-01-01 20:00:00,19.75,37.00,2.60,32.58,17.20,4.08,5.80,0.78,6.03,0.22,1.95,NA,NA,NA,NA,21.30,82.25,NA,136.50,NA,NA,NA,714.25,NA
2022-01-01 21:00:00,23.50,40.50,2.33,33.78,17.92,3.47,5.90,0.48,8.92,0.20,1.82,NA,NA,NA,NA,20.60,82.00,NA,114.00,NA,NA,NA,715.00,NA
2022-01-01 22:00:00,25.75,39.25,2.82,33.15,17.73,2.55,6.07,0.35,14.21,0.20,1.38,NA,NA,NA,NA,20.18,83.00,NA,111.00,NA,NA,NA,714.75,NA
2022-01-01 23:00:00,18.00,32.50,3.12,31.15,16.75,3.20,5.80,0.18,24.35,0.12,0.98,NA,NA,NA,NA,19.73,83.00,NA,119.00,NA,NA,NA,714.00,NA
2022-01-02 00:00:00,13.50,25.33,1.90,29.20,15.40,3.42,5.37,0.14,28.12,0.10,0.60,NA,NA,NA,NA,19.50,82.50,NA,126.00,NA,NA,NA,714.00,NA
2022-01-02 01:00:00,10.50,19.75,3.35,25.95,14.02,3.65,4.97,0.12,28.12,0.10,0.43,NA,NA,NA,NA,19.50,82.00,NA,125.00,NA,NA,NA,713.50,NA
2022-01-02 02:00:00,13.75,19.25,2.15,23.33,12.32,3.95,4.92,0.11,28.27,0.10,0.30,NA,NA,NA,NA,19.35,83.00,NA,118.50,NA,NA,NA,712.75,NA
2022-01-02 03:00:00,10.00,20.00,1.60,21.57,11.30,3.87,4.67,0.10,29.01,0.10,0.30,NA,NA,NA,NA,18.90,83.00,NA,121.67,NA,NA,NA,712.00,NA
2022-01-02 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-02 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-02 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-02 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-02 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-02 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-02 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-02 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-02 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-02 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-02 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-02 18:00:00,14.00,35.00,NA,NA,NA,NA,7.90,0.74,17.34,0.17,1.10,NA,NA,NA,NA,21.30,61.75,NA,119.75,NA,NA,NA,710.50,NA
2022-01-02 19:00:00,15.67,39.33,2.47,20.73,11.00,1.67,7.83,0.79,5.88,0.20,1.87,NA,NA,NA,NA,21.03,67.67,NA,115.00,NA,NA,NA,711.33,NA
2022-01-02 20:00:00,18.50,47.00,NA,32.75,16.75,4.50,8.10,0.67,4.90,0.20,1.75,NA,NA,NA,NA,20.15,74.00,NA,115.50,NA,NA,NA,712.00,NA
2022-01-02 21:00:00,17.00,43.00,1.50,32.17,16.87,4.63,8.63,0.53,10.72,0.20,1.53,NA,NA,NA,NA,19.60,76.33,NA,137.33,NA,NA,NA,712.00,NA
2022-01-02 22:00:00,15.00,37.00,3.10,30.80,16.05,4.60,8.90,0.38,17.44,0.20,1.35,NA,NA,NA,NA,19.20,80.00,NA,130.50,NA,NA,NA,713.00,NA
2022-01-02 23:00:00,9.67,24.67,0.45,28.23,14.47,3.73,10.35,0.28,19.93,0.10,1.00,NA,NA,NA,NA,18.83,82.00,NA,125.00,NA,NA,NA,712.33,NA
2022-01-03 00:00:00,10.00,25.00,1.77,26.40,13.87,3.13,5.90,0.12,25.35,0.10,0.77,NA,NA,NA,NA,18.43,81.67,NA,117.67,NA,NA,NA,712.00,NA
2022-01-03 01:00:00,12.00,30.75,3.13,25.88,13.77,3.45,6.83,0.12,34.54,0.10,0.60,NA,NA,NA,NA,18.20,79.75,NA,111.50,NA,NA,NA,711.75,NA
2022-01-03 02:00:00,12.00,30.00,2.55,26.90,14.35,4.20,5.85,0.10,29.60,0.10,0.45,NA,NA,NA,NA,17.90,84.00,NA,111.50,NA,NA,NA,711.00,NA
2022-01-03 03:00:00,13.33,34.33,2.57,29.20,15.57,3.50,4.67,0.10,28.55,0.10,0.33,NA,NA,NA,NA,16.93,85.00,NA,114.33,NA,NA,NA,711.00,NA
2022-01-03 04:00:00,16.00,41.00,2.90,29.80,15.90,3.50,2.10,0.09,29.40,0.10,0.30,NA,NA,NA,NA,16.60,85.00,NA,119.00,NA,NA,NA,711.00,NA
2022-01-03 05:00:00,17.00,43.00,3.45,29.20,15.80,4.10,5.05,0.11,26.56,0.10,0.20,NA,NA,NA,NA,16.10,85.00,NA,131.00,NA,NA,NA,711.00,NA
2022-01-03 06:00:00,17.00,43.00,3.07,26.80,14.40,3.63,3.43,0.20,14.24,0.10,0.27,NA,NA,NA,NA,15.53,86.00,NA,105.00,NA,NA,NA,712.00,NA
2022-01-03 07:00:00,23.00,57.67,2.13,26.37,13.97,3.90,5.37,0.27,19.08,0.10,0.40,NA,NA,NA,NA,15.57,85.00,NA,116.67,NA,NA,NA,712.67,NA
2022-01-03 08:00:00,27.33,67.67,2.40,25.57,13.57,3.67,3.93,0.46,19.14,0.10,0.53,NA,NA,NA,NA,16.40,79.00,NA,127.00,NA,NA,NA,713.67,NA
2022-01-03 09:00:00,28.25,70.00,2.52,27.50,14.62,3.18,4.40,0.66,17.74,0.12,0.88,NA,NA,NA,NA,18.02,70.00,NA,131.75,NA,NA,NA,714.00,NA
2022-01-03 10:00:00,31.33,78.33,1.70,31.10,16.33,2.67,6.47,0.64,23.06,0.17,1.13,NA,NA,NA,NA,21.07,58.67,NA,121.67,NA,NA,NA,714.00,NA
2022-01-03 11:00:00,34.50,85.50,1.48,31.65,16.62,3.70,6.55,0.47,32.29,0.15,1.10,NA,NA,NA,NA,23.98,52.00,NA,127.50,NA,NA,NA,713.00,NA
2022-01-03 12:00:00,30.00,75.00,3.50,30.70,16.60,2.40,6.70,0.48,36.26,0.20,1.00,NA,NA,NA,NA,25.70,45.00,NA,128.00,NA,NA,NA,712.00,NA
2022-01-03 13:00:00,25.00,62.33,1.95,31.20,16.23,3.57,6.27,0.49,33.65,0.20,1.23,NA,NA,NA,NA,26.87,44.33,NA,143.67,NA,NA,NA,711.00,NA
2022-01-03 14:00:00,19.00,47.00,1.20,27.60,14.40,2.50,6.20,0.58,30.58,0.10,1.10,NA,NA,NA,NA,27.40,41.00,NA,164.00,NA,NA,NA,710.00,NA
2022-01-03 15:00:00,20.75,52.50,1.65,25.10,13.15,3.65,6.43,0.55,31.80,0.20,1.27,NA,NA,NA,NA,27.98,41.75,NA,113.25,NA,NA,NA,710.00,NA
2022-01-03 16:00:00,26.00,64.67,2.57,25.13,13.40,3.57,6.60,0.86,21.04,0.20,1.73,NA,NA,NA,NA,27.30,40.33,NA,134.33,NA,NA,NA,710.00,NA
2022-01-03 17:00:00,31.50,78.75,1.53,29.12,15.15,3.30,6.42,0.76,12.94,0.25,1.95,NA,NA,NA,NA,26.20,47.00,NA,88.75,NA,NA,NA,710.50,NA
2022-01-03 18:00:00,32.67,81.67,3.33,35.33,19.00,3.27,6.73,0.94,4.22,0.23,2.00,NA,NA,NA,NA,23.60,59.00,NA,84.00,NA,NA,NA,711.00,NA
2022-01-03 19:00:00,38.00,95.00,2.60,38.35,20.40,3.35,6.70,0.81,11.57,0.20,2.00,NA,NA,NA,NA,21.40,63.50,NA,134.00,NA,NA,NA,712.00,NA
2022-01-03 20:00:00,33.33,84.33,3.33,41.60,22.33,3.53,6.70,0.70,9.80,0.27,1.97,NA,NA,NA,NA,20.43,69.67,NA,105.00,NA,NA,NA,712.67,NA
2022-01-03 21:00:00,31.00,78.00,1.23,42.38,22.22,3.78,6.75,0.51,15.97,0.20,1.75,NA,NA,NA,NA,19.70,73.75,NA,127.25,NA,NA,NA,713.00,NA
2022-01-03 22:00:00,28.00,69.00,1.60,37.40,19.70,4.00,6.90,0.29,27.05,0.20,1.50,NA,NA,NA,NA,19.10,77.00,NA,127.00,NA,NA,NA,713.00,NA
2022-01-03 23:00:00,25.33,62.67,2.90,30.73,16.43,3.43,6.90,0.14,34.36,0.20,1.07,NA,NA,NA,NA,18.33,82.00,NA,103.33,NA,NA,NA,713.00,NA
2022-01-04 00:00:00,23.75,59.50,2.48,27.25,14.50,3.35,6.23,0.14,40.18,0.15,0.88,NA,NA,NA,NA,17.95,83.50,NA,127.25,NA,NA,NA,712.75,NA
2022-01-04 01:00:00,22.50,57.00,1.95,25.75,13.55,3.65,5.90,0.13,48.02,0.10,0.65,NA,NA,NA,NA,17.65,81.50,NA,109.00,NA,NA,NA,712.00,NA
2022-01-04 02:00:00,22.00,55.75,1.82,26.55,13.98,3.55,5.70,0.15,41.11,0.10,0.48,NA,NA,NA,NA,17.32,83.75,NA,133.25,NA,NA,NA,711.50,NA
2022-01-04 03:00:00,22.00,54.67,3.03,28.50,15.27,3.30,5.60,0.15,44.56,0.10,0.37,NA,NA,NA,NA,16.83,83.67,NA,119.33,NA,NA,NA,711.00,NA
2022-01-04 04:00:00,24.00,60.00,2.50,30.00,15.90,2.20,5.80,0.17,35.67,0.10,0.30,NA,NA,NA,NA,16.60,85.00,NA,148.00,NA,NA,NA,712.00,NA
2022-01-04 05:00:00,24.00,60.00,0.60,29.80,15.40,3.10,5.90,0.19,29.79,0.10,0.20,NA,NA,NA,NA,16.60,86.00,NA,98.00,NA,NA,NA,712.00,NA
2022-01-04 06:00:00,25.75,63.75,2.25,27.48,14.60,3.52,6.02,0.26,17.78,0.10,0.32,NA,NA,NA,NA,16.20,86.25,NA,130.75,NA,NA,NA,712.25,NA
2022-01-04 07:00:00,42.00,105.00,2.80,26.80,14.30,3.70,6.00,0.57,6.66,0.10,0.55,NA,NA,NA,NA,15.95,86.50,NA,113.50,NA,NA,NA,713.50,NA
2022-01-04 08:00:00,53.00,132.00,2.60,28.80,15.30,2.10,5.90,0.49,18.42,0.20,1.10,NA,NA,NA,NA,16.00,83.00,NA,157.00,NA,NA,NA,714.00,NA
2022-01-04 09:00:00,37.33,93.33,2.17,29.53,15.63,3.67,6.30,0.80,22.41,0.20,1.07,NA,NA,NA,NA,18.63,65.33,NA,125.00,NA,NA,NA,714.00,NA
2022-01-04 10:00:00,39.00,97.25,1.32,32.25,16.88,3.60,6.40,0.71,26.80,0.20,1.58,NA,NA,NA,NA,21.12,55.25,NA,109.25,NA,NA,NA,714.00,NA
